batsman,total_matches,total_runs,total_balls,strike_rate,avg_runs_per_match,runs_per_ball,batting_average,total_balls_bowled,total_runs_conceded,wickets,economy,win_rate_smooth
BCJ Cutting,8,124,70,177.14285714285714,15.5,1.7714285714285714,24.8,171.0,234.0,9.0,8.210526315789474,0.658930874695457
BJ Hodge,63,1400,1153,121.42237640936686,22.22222222222222,1.2142237640936686,33.333333333333336,238.0,310.0,18.0,7.815126050420168,0.428003630631061
BJ Rohrer,8,193,146,132.1917808219178,24.125,1.321917808219178,27.571428571428573,7.0,12.0,0.0,10.285714285714286,0.2952945110590933
Basil Thampi,5,28,30,93.33333333333333,5.6,0.9333333333333333,28.0,278.0,428.0,15.0,9.237410071942445,0.1560299527062533
Bipul Sharma,17,187,124,150.80645161290323,11.0,1.5080645161290323,23.375,436.0,581.0,22.0,7.995412844036697,0.36241198108250133
C de Grandhomme,9,126,92,136.95652173913044,14.0,1.3695652173913044,15.75,102.0,136.0,4.0,8.0,0.43735330180416887
CA Lynn,12,384,260,147.69230769230768,32.0,1.476923076923077,38.4,0.0,0.0,0.0,0.0,0.48321597477666844
CA Pujara,22,390,403,96.7741935483871,17.727272727272727,0.967741935483871,20.526315789473685,0.0,0.0,0.0,0.0,0.5299295848660011
CH Gayle,100,3651,2532,144.19431279620852,36.51,1.4419431279620853,41.02247191011236,579.0,750.0,19.0,7.772020725388601,0.4975557244820391
CH Morris,28,439,275,159.63636363636363,15.678571428571429,1.5963636363636364,36.583333333333336,1042.0,1307.0,62.0,7.525911708253359,0.3628464394080653
CJ Anderson,26,521,414,125.84541062801932,20.03846153846154,1.2584541062801933,27.42105263157895,259.0,408.0,9.0,9.451737451737452,0.3533875731603457
CJ Ferguson,8,98,119,82.3529411764706,12.25,0.8235294117647058,16.333333333333332,0.0,0.0,0.0,0.0,0.47711269287727515
CL White,45,971,774,125.45219638242894,21.57777777777778,1.2545219638242895,26.97222222222222,46.0,86.0,1.0,11.217391304347826,0.38017165878437553
CM Gautam,13,169,158,106.9620253164557,13.0,1.0696202531645569,16.9,0.0,0.0,0.0,0.0,0.26551497635312665
CR Brathwaite,8,95,56,169.64285714285714,11.875,1.6964285714285714,11.875,181.0,259.0,10.0,8.585635359116022,0.3862036019681842
CR Woakes,7,46,47,97.87234042553192,6.571428571428571,0.9787234042553191,11.5,278.0,393.0,18.0,8.482014388489208,0.4248239621650026
D Wiese,8,127,94,135.10638297872342,15.875,1.351063829787234,31.75,289.0,409.0,17.0,8.491349480968859,0.2043854201500024
DA Miller,64,1563,1135,137.7092511013216,24.421875,1.377092511013216,34.733333333333334,0.0,0.0,0.0,0.0,0.4514662630097019
DA Warner,114,4014,2902,138.3184011026878,35.21052631578947,1.383184011026878,40.14,0.0,0.0,0.0,0.0,0.4465661506123934
DB Das,22,304,267,113.85767790262172,13.818181818181818,1.1385767790262171,21.714285714285715,0.0,0.0,0.0,0.0,0.28992958486600107
DB Ravi Teja,25,375,325,115.38461538461539,15.0,1.1538461538461537,19.736842105263158,18.0,28.0,1.0,9.333333333333334,0.2945799864875009
DH Yagnik,17,170,142,119.71830985915493,10.0,1.1971830985915493,17.0,0.0,0.0,0.0,0.0,0.2624119810825013
DJ Bravo,81,1262,1032,122.28682170542636,15.580246913580247,1.2228682170542635,22.945454545454545,2110.0,2815.0,137.0,8.004739336492891,0.5029552335910717
DJ Hooda,30,373,277,134.65703971119135,12.433333333333334,1.3465703971119134,14.346153846153847,201.0,270.0,6.0,8.059701492537313,0.49237089762575836
DJ Hussey,61,1322,1101,120.07266121707539,21.672131147540984,1.2007266121707538,26.979591836734695,323.0,485.0,10.0,9.009287925696594,0.44137874408828165
DJ Jacobs,7,92,101,91.08910891089108,13.142857142857142,0.9108910891089109,13.142857142857142,0.0,0.0,0.0,0.0,0.5248239621650026
DJG Sammy,20,295,251,117.52988047808765,14.75,1.1752988047808766,19.666666666666668,244.0,354.0,14.0,8.704918032786885,0.4455756357239142
DL Vettori,16,121,118,102.54237288135593,7.5625,1.0254237288135593,15.125,785.0,894.0,34.0,6.8331210191082805,0.2762231379815803
DPMD Jayawardene,78,1808,1522,118.79106438896189,23.17948717948718,1.187910643889619,28.25,0.0,0.0,0.0,0.0,0.44750913113148183
DR Smith,88,2385,1803,132.27953410981698,27.102272727272727,1.3227953410981697,28.392857142857142,557.0,825.0,27.0,8.88689407540395,0.5192114244137366
DS Kulkarni,16,90,101,89.10891089108911,5.625,0.8910891089108911,11.25,1485.0,1918.0,81.0,7.74949494949495,0.11832840113947507
DT Christian,31,420,351,119.65811965811966,13.548387096774194,1.1965811965811965,18.26086956521739,747.0,956.0,32.0,7.678714859437751,0.36024234181323606
DW Steyn,32,166,161,103.1055900621118,5.1875,1.031055900621118,7.545454545454546,2159.0,2375.0,100.0,6.600277906438166,0.20709256061857217
EJG Morgan,45,854,725,117.79310344827586,18.977777777777778,1.1779310344827587,21.35,0.0,0.0,0.0,0.0,0.3593383254510422
F du Plessis,46,1295,1043,124.16107382550335,28.152173913043477,1.2416107382550337,30.11627906976744,6.0,16.0,0.0,16.0,0.5152701963602047
FY Fazal,11,183,179,102.23463687150839,16.636363636363637,1.0223463687150838,18.3,12.0,20.0,1.0,10.0,0.44630283011785904
G Gambhir,146,4132,3433,120.36120011651617,28.301369863013697,1.2036120011651616,31.541984732824428,0.0,0.0,0.0,0.0,0.5721358363869129
GC Smith,29,739,691,106.94645441389291,25.482758620689655,1.069464544138929,28.423076923076923,0.0,0.0,0.0,0.0,0.6015074881765633
GH Vihari,21,280,323,86.687306501548,13.333333333333334,0.8668730650154799,15.555555555555555,37.0,39.0,1.0,6.324324324324325,0.5520099842354177
GJ Bailey,36,663,552,120.1086956521739,18.416666666666668,1.201086956521739,24.555555555555557,0.0,0.0,0.0,0.0,0.4422625544012827
GJ Maxwell,55,1229,780,157.56410256410257,22.345454545454544,1.5756410256410256,25.081632653061224,334.0,483.0,12.0,8.676646706586826,0.4870386141663797
Gurkeerat Singh,24,342,280,122.14285714285714,14.25,1.2214285714285715,16.285714285714285,82.0,97.0,5.0,7.097560975609756,0.30549035635740834
HH Gibbs,36,886,837,105.8542413381123,24.61111111111111,1.058542413381123,27.6875,0.0,0.0,0.0,0.0,0.41662152876025704
HH Pandya,33,406,306,132.6797385620915,12.303030303030303,1.326797385620915,21.36842105263158,375.0,552.0,10.0,8.832,0.5902288783791674
HM Amla,16,577,418,138.03827751196172,36.0625,1.3803827751196172,44.38461538461539,0.0,0.0,0.0,0.0,0.4341178748236856
HV Patel,12,47,38,123.6842105263158,3.9166666666666665,1.236842105263158,5.222222222222222,707.0,999.0,37.0,8.478076379066477,0.28321597477666843
Harbhajan Singh,82,799,591,135.19458544839256,9.74390243902439,1.3519458544839256,15.666666666666666,2989.0,3453.0,136.0,6.93141518902643,0.3911557602547062
I Sharma,17,45,59,76.27118644067797,2.6470588235294117,0.7627118644067796,7.5,1713.0,2291.0,59.0,8.024518388791593,0.11241198108250132
IK Pathan,82,1150,985,116.751269035533,14.024390243902438,1.16751269035533,21.69811320754717,2113.0,2711.0,99.0,7.698059630856602,0.3323322308429415
IR Jaggi,7,76,100,76.0,10.857142857142858,0.76,15.2,0.0,0.0,0.0,0.0,0.32482396216500264
Imran Tahir,6,18,25,72.0,3.0,0.72,4.5,734.0,1002.0,50.0,8.190735694822889,0.13869329129444738
Iqbal Abdulla,13,88,86,102.32558139534883,6.769230769230769,1.0232558139534884,44.0,943.0,1125.0,45.0,7.158006362672323,0.26551497635312665
Ishan Kishan,15,319,255,125.09803921568627,21.266666666666666,1.2509803921568627,21.266666666666666,0.0,0.0,0.0,0.0,0.402679978980557
J Botha,28,409,364,112.36263736263736,14.607142857142858,1.1236263736263736,20.45,709.0,818.0,27.0,6.922425952045134,0.4273625684403234
J Suchith,5,48,33,145.45454545454547,9.6,1.4545454545454546,48.0,253.0,369.0,10.0,8.75098814229249,0.4060299527062533
J Syed Mohammad,5,29,27,107.4074074074074,5.8,1.0740740740740742,14.5,196.0,286.0,10.0,8.755102040816327,0.5310299527062533
JA Morkel,67,975,712,136.93820224719101,14.552238805970148,1.3693820224719102,24.375,1807.0,2409.0,96.0,7.998893193137797,0.43211770888071466
JC Buttler,24,528,375,140.8,22.0,1.408,24.0,0.0,0.0,0.0,0.0,0.6017866526537047
JD Ryder,29,604,466,129.6137339055794,20.82758620689655,1.296137339055794,21.571428571428573,241.0,314.0,11.0,7.817427385892116,0.3515074881765633
JD Unadkat,5,5,13,38.46153846153846,1.0,0.38461538461538464,5.0,995.0,1328.0,60.0,8.008040201005025,0.2810299527062533
JDP Oram,11,106,110,96.36363636363636,9.636363636363637,0.9636363636363636,13.25,244.0,362.0,13.0,8.901639344262295,0.5177314015464305
JEC Franklin,16,327,309,105.8252427184466,20.4375,1.058252427184466,29.727272727272727,155.0,225.0,9.0,8.709677419354838,0.5920126116657908
JH Kallis,95,2427,2291,105.93627237014404,25.54736842105263,1.0593627237014405,28.55294117647059,1799.0,2348.0,74.0,7.831017231795442,0.5025330573637758
JJ Bumrah,6,25,27,92.5925925925926,4.166666666666667,0.9259259259259259,12.5,1084.0,1433.0,53.0,7.931734317343174,0.3609155135166696
JO Holder,5,38,32,118.75,7.6,1.1875,7.6,228.0,313.0,8.0,8.236842105263158,0.2810299527062533
JP Duminy,73,1993,1634,121.97062423500611,27.301369863013697,1.2197062423500613,39.86,683.0,811.0,23.0,7.124450951683748,0.3585294687059214
JP Faulkner,45,527,406,129.80295566502463,11.71111111111111,1.2980295566502462,20.26923076923077,1287.0,1849.0,76.0,8.62004662004662,0.4218383254510422
JR Hopes,19,417,314,132.80254777070064,21.94736842105263,1.3280254777070064,26.0625,369.0,562.0,14.0,9.138211382113822,0.42037452825681937
Joginder Sharma,5,36,30,120.0,7.2,1.2,9.0,272.0,421.0,13.0,9.286764705882353,0.1560299527062533
K Goel,16,218,239,91.2133891213389,13.625,0.9121338912133892,14.533333333333333,67.0,94.0,0.0,8.417910447761194,0.32885471692894874
KA Pollard,112,2354,1674,140.62126642771804,21.017857142857142,1.4062126642771804,28.70731707317073,1276.0,1785.0,67.0,8.393416927899686,0.5847673010578264
KB Arun Karthik,8,51,53,96.22641509433963,6.375,0.9622641509433962,10.2,0.0,0.0,0.0,0.0,0.3862036019681842
KC Sangakkara,68,1687,1424,118.46910112359551,24.808823529411764,1.184691011235955,25.953846153846154,0.0,0.0,0.0,0.0,0.4260315439669018
KD Karthik,134,2903,2360,123.00847457627118,21.66417910447761,1.2300847457627118,24.811965811965813,0.0,0.0,0.0,0.0,0.4543667125667885
KH Pandya,19,480,313,153.3546325878594,25.263157894736842,1.5335463258785942,34.285714285714285,440.0,518.0,17.0,7.0636363636363635,0.5567381646204557
KK Cooper,12,116,70,165.71428571428572,9.666666666666666,1.6571428571428573,12.88888888888889,600.0,789.0,36.0,7.89,0.41654930811000174
KK Nair,50,1158,929,124.65016146393972,23.16,1.2465016146393972,25.17391304347826,0.0,0.0,0.0,0.0,0.45751395512547216
KL Rahul,30,725,592,122.46621621621621,24.166666666666668,1.224662162162162,30.208333333333332,0.0,0.0,0.0,0.0,0.4014618067166674
KM Jadhav,57,893,684,130.55555555555554,15.666666666666666,1.3055555555555556,23.5,0.0,0.0,0.0,0.0,0.2708039936941671
KP Pietersen,36,1001,758,132.0580474934037,27.805555555555557,1.3205804749340369,35.75,180.0,218.0,9.0,7.266666666666667,0.39098050311923144
KS Williamson,15,411,325,126.46153846153847,27.4,1.2646153846153847,31.615384615384617,6.0,7.0,0.0,7.0,0.5137910900916681
KV Sharma,34,317,285,111.2280701754386,9.323529411764707,1.1122807017543859,15.095238095238095,1046.0,1357.0,54.0,7.783938814531549,0.3040064762608115
Kamran Akmal,6,128,78,164.10256410256412,21.333333333333332,1.641025641025641,25.6,0.0,0.0,0.0,0.0,0.694248846850003
L Balaji,13,36,50,72.0,2.769230769230769,0.72,4.5,1574.0,2083.0,85.0,7.940279542566709,0.39051497635312665
L Ronchi,5,34,37,91.89189189189189,6.8,0.918918918918919,6.8,0.0,0.0,0.0,0.0,0.1560299527062533
LA Carseldine,5,81,71,114.08450704225352,16.2,1.1408450704225352,20.25,7.0,6.0,1.0,5.142857142857143,0.5310299527062533
LA Pomersbach,16,302,251,120.3187250996016,18.875,1.203187250996016,27.454545454545453,0.0,0.0,0.0,0.0,0.5920126116657908
LJ Wright,5,106,63,168.25396825396825,21.2,1.6825396825396826,21.2,75.0,125.0,2.0,10.0,0.2810299527062533
LMP Simmons,29,1079,878,122.89293849658314,37.206896551724135,1.2289293849658314,39.96296296296296,18.0,34.0,1.0,11.333333333333334,0.6327574881765633
LR Shukla,33,405,358,113.12849162011173,12.272727272727273,1.1312849162011174,15.0,326.0,458.0,17.0,8.429447852760736,0.3124511006013896
LRPL Taylor,54,1017,847,120.07083825265643,18.833333333333332,1.2007083825265643,25.425,13.0,24.0,0.0,11.076923076923077,0.44295157230964954
M Kaif,22,259,258,100.3875968992248,11.772727272727273,1.003875968992248,14.38888888888889,0.0,0.0,0.0,0.0,0.649929584866001
M Kartik,14,113,109,103.6697247706422,8.071428571428571,1.036697247706422,16.142857142857142,1182.0,1418.0,39.0,7.197969543147208,0.19107291892058978
M Manhas,38,514,486,105.76131687242798,13.526315789473685,1.0576131687242798,22.347826086956523,42.0,42.0,0.0,6.0,0.2987375517475616
M Morkel,20,126,93,135.48387096774192,6.3,1.3548387096774193,11.454545454545455,1699.0,2136.0,88.0,7.5432607416127135,0.09774954876739246
M Muralitharan,9,20,30,66.66666666666667,2.2222222222222223,0.6666666666666666,3.3333333333333335,1581.0,1765.0,67.0,6.698292220113852,0.2706866351375022
M Rawat,11,55,70,78.57142857142857,5.0,0.7857142857142857,11.0,0.0,0.0,0.0,0.0,0.3748742586892876
M Vijay,99,2511,2092,120.02868068833652,25.363636363636363,1.2002868068833652,26.431578947368422,37.0,49.0,0.0,7.945945945945946,0.48282587864362775
M Vohra,41,957,750,127.6,23.341463414634145,1.276,24.53846153846154,0.0,0.0,0.0,0.0,0.41473271867386424
MA Agarwal,48,814,692,117.6300578034682,16.958333333333332,1.176300578034682,17.695652173913043,0.0,0.0,0.0,0.0,0.3578086200323534
MA Starc,11,96,98,97.95918367346938,8.727272727272727,0.9795918367346939,13.714285714285714,612.0,725.0,39.0,7.107843137254902,0.1605885444035733
MC Henriques,50,969,769,126.00780234070221,19.38,1.2600780234070221,28.5,918.0,1255.0,42.0,8.202614379084967,0.5329856532386797
MC Juneja,7,125,134,93.28358208955224,17.857142857142858,0.9328358208955224,17.857142857142858,0.0,0.0,0.0,0.0,0.12482396216500265
MD Mishra,17,237,213,111.26760563380282,13.941176470588236,1.1126760563380282,14.8125,0.0,0.0,0.0,0.0,0.41241198108250127
MEK Hussey,58,1977,1648,119.9635922330097,34.08620689655172,1.1996359223300972,38.76470588235294,0.0,0.0,0.0,0.0,0.6270203216663939
MF Maharoof,14,177,124,142.74193548387098,12.642857142857142,1.4274193548387097,17.7,441.0,532.0,33.0,7.238095238095238,0.3087199777441192
MG Johnson,26,151,157,96.17834394904459,5.8076923076923075,0.9617834394904459,11.615384615384615,1168.0,1522.0,64.0,7.818493150684931,0.4913186076431043
MJ Clarke,6,98,96,102.08333333333333,16.333333333333332,1.0208333333333333,16.333333333333332,66.0,72.0,3.0,6.545454545454546,0.13869329129444738
MJ Guptill,10,189,143,132.16783216783216,18.9,1.3216783216783217,21.0,0.0,0.0,0.0,0.0,0.480633817050002
MJ Lumb,12,278,198,140.40404040404042,23.166666666666668,1.404040404040404,23.166666666666668,0.0,0.0,0.0,0.0,0.549882641443335
MJ McClenaghan,12,63,45,140.0,5.25,1.4,7.875,982.0,1356.0,56.0,8.285132382892057,0.41654930811000174
MK Pandey,95,2223,1901,116.93845344555497,23.4,1.1693845344555498,28.5,0.0,0.0,0.0,0.0,0.4923289757311227
MK Tiwary,79,1648,1444,114.12742382271468,20.860759493670887,1.1412742382271468,29.428571428571427,38.0,73.0,1.0,11.526315789473685,0.4786370685567077
ML Hayden,32,1107,839,131.94278903456495,34.59375,1.3194278903456496,35.70967741935484,0.0,0.0,0.0,0.0,0.6070925606185722
MM Patel,12,39,41,95.1219512195122,3.25,0.9512195121951219,6.5,1382.0,1733.0,82.0,7.523878437047757,0.1498826414433351
MM Sharma,20,112,104,107.6923076923077,5.6,1.0769230769230769,8.0,1566.0,2088.0,91.0,8.0,0.2716625922456533
MN Samuels,14,161,174,92.52873563218391,11.5,0.9252873563218391,12.384615384615385,219.0,285.0,10.0,7.808219178082192,0.3675435071558839
MN van Wyk,5,167,135,123.70370370370371,33.4,1.237037037037037,55.666666666666664,0.0,0.0,0.0,0.0,0.1560299527062533
MP Stoinis,8,163,136,119.8529411764706,20.375,1.1985294117647058,23.285714285714285,209.0,314.0,11.0,9.014354066985646,0.3862036019681842
MR Marsh,14,225,201,111.94029850746269,16.071428571428573,1.1194029850746268,18.75,327.0,420.0,20.0,7.706422018348624,0.3087199777441192
MS Bisla,39,798,737,108.27679782903664,20.46153846153846,1.0827679782903663,21.0,0.0,0.0,0.0,0.0,0.4106723719440482
MS Dhoni,143,3560,2680,132.83582089552237,24.895104895104897,1.328358208955224,37.87234042553192,0.0,0.0,0.0,0.0,0.5564947919291098
MS Gony,15,99,76,130.26315789473685,6.6,1.3026315789473684,9.9,925.0,1317.0,39.0,8.542702702702703,0.2915688678694459
MV Boucher,23,394,318,123.8993710691824,17.130434782608695,1.2389937106918238,28.142857142857142,0.0,0.0,0.0,0.0,0.39416306237115484
Mandeep Singh,58,1112,938,118.5501066098081,19.17241379310345,1.185501066098081,20.21818181818182,0.0,0.0,0.0,0.0,0.43029901019098404
Misbah-ul-Haq,8,117,82,142.6829268292683,14.625,1.4268292682926829,16.714285714285715,0.0,0.0,0.0,0.0,0.3862036019681842
Mohammad Hafeez,8,64,84,76.19047619047619,8.0,0.7619047619047619,9.142857142857142,63.0,71.0,2.0,6.761904761904762,0.2952945110590933
Mohammed Shami,13,46,46,100.0,3.5384615384615383,1.0,6.571428571428571,659.0,960.0,27.0,8.74051593323217,0.26551497635312665
N Rana,15,437,355,123.09859154929578,29.133333333333333,1.2309859154929577,31.214285714285715,6.0,3.0,0.0,3.0,0.5693466456472236
N Saini,10,140,143,97.9020979020979,14.0,0.9790209790209791,14.0,0.0,0.0,0.0,0.0,0.557556893973079
NLTC Perera,30,424,326,130.06134969325154,14.133333333333333,1.3006134969325154,19.272727272727273,715.0,1031.0,37.0,8.651748251748252,0.37115877641363715
NM Coulter-Nile,11,52,53,98.11320754716981,4.7272727272727275,0.9811320754716981,6.5,586.0,739.0,39.0,7.566552901023891,0.1605885444035733
NV Ojha,93,1553,1356,114.52802359882006,16.698924731182796,1.1452802359882006,20.986486486486488,0.0,0.0,0.0,0.0,0.4400858293921878
Niraj Patel,6,121,124,97.58064516129032,20.166666666666668,0.9758064516129032,30.25,0.0,0.0,0.0,0.0,0.4720266246277807
OA Shah,22,506,405,124.93827160493827,23.0,1.2493827160493827,33.733333333333334,0.0,0.0,0.0,0.0,0.369929584866001
P Awana,5,5,14,35.714285714285715,1.0,0.35714285714285715,2.5,774.0,1046.0,43.0,8.108527131782946,0.1560299527062533
P Dogra,12,127,141,90.0709219858156,10.583333333333334,0.900709219858156,11.545454545454545,0.0,0.0,0.0,0.0,0.41654930811000174
P Kumar,57,340,323,105.26315789473684,5.964912280701754,1.0526315789473684,8.947368421052632,2637.0,3342.0,102.0,7.604095563139932,0.20413732702750043
P Negi,29,353,284,124.29577464788733,12.172413793103448,1.2429577464788732,17.65,639.0,802.0,34.0,7.530516431924883,0.2577574881765633
PA Patel,116,2322,2060,112.71844660194175,20.017241379310345,1.1271844660194175,21.700934579439252,0.0,0.0,0.0,0.0,0.5230944506021011
PA Reddy,10,164,167,98.20359281437126,16.4,0.9820359281437125,16.4,0.0,0.0,0.0,0.0,0.6344799708961558
PC Valthaty,23,505,432,116.89814814814815,21.956521739130434,1.1689814814814814,22.954545454545453,153.0,207.0,7.0,8.117647058823529,0.4326246008326933
PD Collingwood,7,203,159,127.67295597484276,29.0,1.2767295597484276,40.6,90.0,101.0,5.0,6.733333333333333,0.4248239621650026
PJ Cummins,9,77,56,137.5,8.555555555555555,1.375,12.833333333333334,379.0,525.0,19.0,8.311345646437994,0.35401996847083556
PJ Sangwan,12,24,36,66.66666666666667,2.0,0.6666666666666666,4.0,837.0,1181.0,41.0,8.46594982078853,0.08321597477666844
PP Chawla,65,515,467,110.27837259100643,7.923076923076923,1.1027837259100643,12.261904761904763,2594.0,3315.0,133.0,7.6676946800308405,0.3860035238477945
PP Ojha,19,16,45,35.55555555555556,0.8421052631578947,0.35555555555555557,1.3333333333333333,1945.0,2399.0,99.0,7.40051413881748,0.23855634643863757
PR Shah,9,92,97,94.84536082474227,10.222222222222221,0.9484536082474226,11.5,0.0,0.0,0.0,0.0,0.18735330180416887
PV Tambe,6,18,39,46.15384615384615,3.0,0.46153846153846156,9.0,674.0,866.0,28.0,7.70919881305638,0.13869329129444738
Pankaj Singh,5,7,12,58.333333333333336,1.4,0.5833333333333334,3.5,311.0,472.0,11.0,9.106109324758842,0.2810299527062533
Q de Kock,26,726,566,128.26855123674912,27.923076923076923,1.2826855123674912,29.04,0.0,0.0,0.0,0.0,0.42235309040172503
R Ashwin,36,231,246,93.90243902439025,6.416666666666667,0.9390243902439024,10.5,2359.0,2552.0,110.0,6.490885968630776,0.3140574261961545
R Bhatia,47,342,290,117.93103448275862,7.276595744680851,1.1793103448275861,11.4,1661.0,2059.0,82.0,7.437688139674894,0.2449647924330005
R Dhawan,16,153,135,113.33333333333333,9.5625,1.1333333333333333,21.857142857142858,513.0,655.0,20.0,7.6608187134502925,0.4341178748236856
